ለቢሶም	ləbisom	wear-SBJ.3PL.MASC-MOOD.GERNDV	wear	ለበሰ		
ለወጠታ	ləwətʼəta	change-SBJ.3SG.FEM-OBJ.3SG.FEM-MOOD.PERF	did change	ለወጠ		
ለውጥ	ləwɨtʼ	change-SBJ.2SG.MASC-MOOD.IMP	change	ለወጠ		
ለውጥን	ləwɨtʼɨn	change-SBJ.2SG.MASC-MOOD.IMP	change	ለወጠ		
ለጊሱ	ləɡisu	show-SBJ.3SG.MASC-MOOD.GERNDV	show	ለገሰ		
ልኢኹ	lɨʔixu	send-SBJ.3SG.MASC-MOOD.GERNDV	send	ለኣኸ		
ሒዘ	ħizə	get-SBJ.1SG-MOOD.GERNDV	get	ሓዘ		
ሒዘልኩም	ħizəlɨkum	get-SBJ.1SG-OBJ.2PL.MASC.PREP-MOOD.GERNDV	get	ሓዘ		
ሒዘሞ	ħizəmo	get-SBJ.1SG-MOOD.GERNDV	get	ሓዘ		
ሒዘን	ħizən	get-SBJ.3PL.FEM-MOOD.GERNDV	get	ሓዘ		
ሒዙ	ħizu	get-SBJ.3SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዙና	ħizuna	get-SBJ.3SG.MASC-OBJ.1PL-MOOD.GERNDV	get	ሓዘ		
ሒዙዎ	ħizuwo	get-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዛ	ħiza	get-SBJ.3SG.FEM-MOOD.GERNDV	get	ሓዘ		
ሒዛቶ	ħizato	get-SBJ.3SG.FEM-OBJ.3SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዝና	ħizɨna	get-SBJ.1PL-MOOD.GERNDV	get	ሓዘ		
ሒዝናዮ	ħizɨnajo	get-SBJ.1PL-OBJ.3SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዝኩም	ħizɨkum	get-SBJ.2PL.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዝካ	ħizɨka	get-SBJ.2SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዝዎ	ħizɨwo	get-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	get	ሓዘ		
ሒዞም	ħizom	get-SBJ.3PL.MASC-MOOD.GERNDV	get	ሓዘ		
ሓለፈት	ħaləfət	ħələfə-SBJ.3SG.FEM-MOOD.PERF	did ħələfə	ሐለፈ		
ሓለፋ	ħaləfa	ħələfə-SBJ.3SG.MASC-OBJ.3SG.FEM-MOOD.PERF	did ħələfə	ሐለፈ		
ሓሊሞም	ħalimom	ħələmə-SBJ.3PL.MASC-MOOD.GERNDV	ħələmə	ሐለመ		
ሓሊፉ	ħalifu	ħələfə-SBJ.3SG.MASC-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሊፋ	ħalifa	ħələfə-SBJ.3SG.FEM-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሊፍና	ħalifɨna	ħələfə-SBJ.1PL-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሊፍካ	ħalifɨka	ħələfə-SBJ.2SG.MASC-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሊፍዋ	ħalifɨwa	ħələfə-SBJ.3SG.MASC-OBJ.3SG.FEM-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሊፎም	ħalifom	ħələfə-SBJ.3PL.MASC-MOOD.GERNDV	ħələfə	ሐለፈ		
ሓሪሩ	ħariru	ħərərə-SBJ.3SG.MASC-MOOD.GERNDV	ħərərə	ሐረረ		
ሓሰብኩ	ħasəbɨku	ħəsəbə-SBJ.1SG-MOOD.PERF	did ħəsəbə	ሐሰበ		
ሓሰን	ħasən	ħəsəwə-SBJ.1SG-MOOD.GERNDV	ħəsəwə	ሐሰወ		
ሓሲቡ	ħasibu	ħəsəbə-SBJ.3SG.MASC-MOOD.GERNDV	ħəsəbə	ሐሰበ		
ሓሲቦም	ħasibom	ħəsəbə-SBJ.3PL.MASC-MOOD.GERNDV	ħəsəbə	ሐሰበ		
ሓበረታ	ħabərəta	ħəbərə-SBJ.3SG.FEM-OBJ.3SG.FEM-MOOD.PERF	did ħəbərə	ሐበረ		
ሓበሩኒ	ħabəruni	ħəbərə-SBJ.3PL.MASC-OBJ.1SG-MOOD.PERF	did ħəbərə	ሐበረ		
ሓቢረ	ħabirə	ħəbərə-SBJ.1SG-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢረናኒ	ħabirənani	ħəbərə-SBJ.3PL.FEM-OBJ.1SG-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢረን	ħabirən	ħəbərə-SBJ.1SG-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢሩ	ħabiru	ħəbərə-SBJ.3SG.MASC-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢራ	ħabira	ħəbərə-SBJ.3SG.FEM-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢርና	ħabirɨna	ħəbərə-SBJ.1PL-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢርካ	ħabirɨka	ħəbərə-SBJ.2SG.MASC-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓቢሮም	ħabirom	ħəbərə-SBJ.3PL.MASC-MOOD.GERNDV	ħəbərə	ሐበረ		
ሓተተት	ħatətət	ħətətə-SBJ.3SG.FEM-MOOD.PERF	did ħətətə	ሐተተ		
ሓተትኩዎም	ħatətɨkuwom	ħətətə-SBJ.1SG-OBJ.3PL.MASC-MOOD.PERF	did ħətətə	ሐተተ		
ሓተትክዎ	ħatətɨkɨwo	ħətətə-SBJ.1SG-OBJ.3SG.MASC-MOOD.PERF	did ħətətə	ሐተተ		
ሓተቶ	ħatəto	ħətətə-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.PERF	did ħətətə	ሐተተ		
ሓተቶም	ħatətom	ħətətə-SBJ.3SG.MASC-OBJ.3PL.MASC-MOOD.PERF	did ħətətə	ሐተተ		
ሓቲቱ	ħatitu	ħətətə-SBJ.3SG.MASC-MOOD.GERNDV	ħətətə	ሐተተ		
ሓቲታ	ħatita	ħətətə-SBJ.3SG.FEM-MOOD.GERNDV	ħətətə	ሐተተ		
ሓቲትና	ħatitɨna	ħətətə-SBJ.1PL-MOOD.GERNDV	ħətətə	ሐተተ		
ሓቲትካ	ħatitɨka	ħətətə-SBJ.2SG.MASC-MOOD.GERNDV	ħətətə	ሐተተ		
ሓቲቶም	ħatitom	ħətətə-SBJ.3PL.MASC-MOOD.GERNDV	ħətətə	ሐተተ		
ሓዊሱ	ħawisu	ħəwəsə-SBJ.3SG.MASC-MOOD.GERNDV	ħəwəsə	ሐወሰ		
ሓዊስካ	ħawisɨka	ħəwəsə-SBJ.2SG.MASC-MOOD.GERNDV	ħəwəsə	ሐወሰ		
ሓውና	ħawɨna	ħəwəjə-SBJ.2SG.FEM-OBJ.1PL-MOOD.IMP	ħəwəjə	ሐወየ		
ሓዘ	ħazə	get-SBJ.3SG.MASC-MOOD.PERF	did get	ሓዘ		
ሓዘንን	ħazənɨn	get-SBJ.3SG.MASC-OBJ.1SG-MOOD.PERF	did get	ሓዘ		
ሓዙ	ħazu	get-SBJ.2PL.MASC-MOOD.IMP	get	ሓዘ		
ሓዛ	ħaza	get-SBJ.2PL.FEM-MOOD.IMP	get	ሓዘ		
ሓደራኹም	ħadəraxum	ħədərə-SBJ.3PL.FEM-OBJ.2PL.MASC-MOOD.PERF	did ħədərə	ሐደረ		
ሓደጋን	ħadəɡan	ħədəɡə-SBJ.3PL.FEM-MOOD.PERF	did ħədəɡə	ሐደገ		
ሓዲሩ	ħadiru	ħədərə-SBJ.3SG.MASC-MOOD.GERNDV	ħədərə	ሐደረ		
ሓዲራ	ħadira	ħədərə-SBJ.3SG.FEM-MOOD.GERNDV	ħədərə	ሐደረ		
ሓጊዝዎ	ħaɡizɨwo	ħəɡəzə-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	ħəɡəzə	ሐገዘ		
ሓግዘኒ	ħaɡɨzəni	ħəɡəzə-SBJ.2SG.MASC-OBJ.1SG-MOOD.IMP	ħəɡəzə	ሐገዘ		
ሓግዙና	ħaɡɨzuna	ħəɡəzə-SBJ.2PL.MASC-OBJ.1PL-MOOD.IMP	ħəɡəzə	ሐገዘ		
ሓጢኣትካ	ħatʼiʔatɨka	ħətʼɨʔə-SBJ.3SG.FEM-OBJ.2SG.MASC-MOOD.GERNDV	ħətʼɨʔə	ሐጥአ		
ሓጥኣን	ħatʼɨʔan	ħətʼɨʔə-SBJ.3PL.FEM-MOOD.PERF	did ħətʼɨʔə	ሐጥአ		
ሕተቱ	ħɨtətu	ħətətə-SBJ.2PL.MASC-MOOD.IMP	ħətətə	ሐተተ		
ሕደር	ħɨdər	ħədərə-SBJ.2SG.MASC-MOOD.IMP	ħədərə	ሐደረ		
መለለይ	mələləj	provide-SBJ.3SG.MASC-OBJ.1SG.PREP-MOOD.PERF.TRANS-CONJUNCT	and did provide	ኣለየ		
መለስ	mələs	provide-SBJ.3SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did provide	ኣለየ		
መሊሱ	məlisu	answer-SBJ.3SG.MASC-MOOD.GERNDV	answer	መለሰ		
መሊሱለይን	məlisuləjɨn	answer-SBJ.3SG.MASC-OBJ.1SG.PREP-MOOD.GERNDV	answer	መለሰ		
መሊሳ	məlisa	answer-SBJ.3SG.FEM-MOOD.GERNDV	answer	መለሰ		
መሊኡ	məliʔu	bottle-SBJ.3SG.MASC-MOOD.GERNDV	bottle	መልአ		
መልሱ	məlɨsu	answer-SBJ.2PL.MASC-MOOD.IMP	answer	መለሰ		
መልስ	məlɨs	answer-SBJ.2SG.MASC-MOOD.IMP	answer	መለሰ		
መልስን	məlɨsɨn	answer-SBJ.2SG.MASC-MOOD.IMP	answer	መለሰ		
መረረ	mərərə	mərərə-SBJ.3SG.MASC-MOOD.PERF	did mərərə	መረረ		
መረረት	mərərət	mərərə-SBJ.3SG.FEM-MOOD.PERF	did mərərə	መረረ		
መረረቶም	mərərətom	mərərə-SBJ.3SG.FEM-OBJ.3PL.MASC-MOOD.PERF	did mərərə	መረረ		
መረጹ	mərət͡sʼu	return-SBJ.3PL.MASC-MOOD.PERF	did return	መረጸ		
መሪሑ	məriħu	head-SBJ.3SG.MASC-MOOD.GERNDV	head	መርሐ		
መሪሩና	məriruna	mərərə-SBJ.3SG.MASC-OBJ.1PL-MOOD.GERNDV	mərərə	መረረ		
መሪርዎ	mərirɨwo	mərərə-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	mərərə	መረረ		
መሪጸ	mərit͡sʼə	return-SBJ.1SG-MOOD.GERNDV	return	መረጸ		
መሪጹ	mərit͡sʼu	return-SBJ.3SG.MASC-MOOD.GERNDV	return	መረጸ		
መሪጽና	mərit͡sʼɨna	return-SBJ.1PL-MOOD.GERNDV	return	መረጸ		
መሪጽናያ	mərit͡sʼɨnaja	return-SBJ.1PL-OBJ.3SG.FEM-MOOD.GERNDV	return	መረጸ		
መሪጽካ	mərit͡sʼɨka	return-SBJ.2SG.MASC-MOOD.GERNDV	return	መረጸ		
መሪጾም	mərit͡sʼom	return-SBJ.3PL.MASC-MOOD.GERNDV	return	መረጸ		
መርበብና	mərɨbəbɨna	ʔarɨbəbə-SBJ.1PL-MOOD.PERF.TRANS-CONJUNCT	and did ʔarɨbəbə	ኣርበበ		
መርከብና	mərɨkəbɨna	catch-SBJ.1PL-MOOD.PERF.TRANS-CONJUNCT	and did catch	ኣርከበ		
መሰልና	məsəlɨna	think-SBJ.1PL-MOOD.PERF	did think	መሰለ		
መሰልናን	məsəlɨnan	think-SBJ.1PL-MOOD.PERF	did think	መሰለ		
መሰልኪ	məsəlɨki	think-SBJ.2SG.FEM-MOOD.PERF	did think	መሰለ		
መሰልካ	məsəlɨka	think-SBJ.2SG.MASC-MOOD.PERF	did think	መሰለ		
መሰሎምን	məsəlomɨn	think-SBJ.3SG.MASC-OBJ.3PL.MASC-MOOD.PERF	did think	መሰለ		
መሰረተ	məsərətə	promote-SBJ.3SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did promote	ኣሰረተ		
መሰኻኽር	məsəxaxɨr	ʔaməsəxaxərə-SBJ.2SG.MASC-MOOD.IMP.ITER.TRANS	ʔaməsəxaxərə	ኣመሰኻኸረ		
መሲለን	məsilən	think-SBJ.3PL.FEM-MOOD.GERNDV	think	መሰለ		
መሲሉ	məsilu	think-SBJ.3SG.MASC-MOOD.GERNDV	think	መሰለ		
መሲሉካ	məsiluka	think-SBJ.3SG.MASC-OBJ.2SG.MASC-MOOD.GERNDV	think	መሰለ		
መሲሉዎም	məsiluwom	think-SBJ.3SG.MASC-OBJ.3PL.MASC-MOOD.GERNDV	think	መሰለ		
መሲልካ	məsilɨka	think-SBJ.2SG.MASC-MOOD.GERNDV	think	መሰለ		
መሲልዎ	məsilɨwo	think-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	think	መሰለ		
መሲልዎም	məsilɨwom	think-SBJ.3SG.MASC-OBJ.3PL.MASC-MOOD.GERNDV	think	መሰለ		
መሲሎም	məsilom	think-SBJ.3PL.MASC-MOOD.GERNDV	think	መሰለ		
መስሪቱ	məsɨritu	found-SBJ.3SG.MASC-MOOD.GERNDV	found	መስረተ		
መስሪቶም	məsɨritom	found-SBJ.3PL.MASC-MOOD.GERNDV	found	መስረተ		
መስቀልካ	məsɨqəlɨka	ʔasɨqələ-SBJ.2SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did ʔasɨqələ	ኣስቀለ		
መስተን	məsɨtən	water-SBJ.3SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did water	ኣስተየ		
መስኪሩ	məsɨkiru	witness-SBJ.3SG.MASC-MOOD.GERNDV	witness	መስከረ		
መሸጣን	məʃətʼan	sell-SBJ.3PL.FEM-MOOD.PERF.TRANS-CONJUNCT	and did sell	ኣሸጠ		
መቐለን	məqʰələn	divide-SBJ.3SG.MASC-MOOD.PERF	did divide	መቐለ		
መተንፈሰት	mətənɨfəsət	breathe-SBJ.3SG.FEM-MOOD.PERF.TRANS-CONJUNCT	and did breathe	ኣተንፈሰ		
መተንፈሱ	mətənɨfəsu	breathe-SBJ.3PL.MASC-MOOD.PERF.TRANS-CONJUNCT	and did breathe	ኣተንፈሰ		
መትከልና	mətɨkəlɨna	set up-SBJ.1PL-MOOD.PERF.TRANS-CONJUNCT	and did set up	ኣትከለ		
መንን	mənɨn	mənəjə-SBJ.2SG.MASC-MOOD.IMP	mənəjə	መነየ		
መንዩ	mənɨju	mənəjə-SBJ.2PL.MASC-MOOD.IMP	mənəjə	መነየ		
መኺኾም	məxixom	thaw-SBJ.3PL.MASC-MOOD.GERNDV	thaw	መኸኸ		
መዋጽኦ	məwat͡sʼɨʔo	donate-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.PERF.RECIP.TRANS-CONJUNCT	and did donate each other	ኣዋጽአ		
መዓላ	məʕala	ʔaʕə-SBJ.3SG.MASC-OBJ.3SG.FEM.PREP-MOOD.PERF.TRANS-CONJUNCT	and did ʔaʕə	ኣዐ		
መዘነ	məzənə	balance-SBJ.3SG.MASC-MOOD.PERF	did balance	መዘነ		
መዚኑ	məzinu	balance-SBJ.3SG.MASC-MOOD.GERNDV	balance	መዘነ		
መዚንካ	məzinɨka	balance-SBJ.2SG.MASC-MOOD.GERNDV	balance	መዘነ		
መዚዛ	məziza	assign-SBJ.3SG.FEM-MOOD.GERNDV	assign	መዘዘ		
መደብና	mədəbɨna	determine-SBJ.1PL-MOOD.PERF	did determine	መደበ		
መዲበ	mədibə	determine-SBJ.1SG-MOOD.GERNDV	determine	መደበ		
መዲበዮ	mədibəjo	determine-SBJ.1SG-OBJ.3SG.MASC-MOOD.GERNDV	determine	መደበ		
መዲቡ	mədibu	determine-SBJ.3SG.MASC-MOOD.GERNDV	determine	መደበ		
መድብ	mədɨb	determine-SBJ.2SG.MASC-MOOD.IMP	determine	መደበ		
መግብን	məɡɨbɨn	feed-SBJ.2SG.FEM-MOOD.IMP	feed	መገበ		
መጥረና	mətʼɨrəna	possess-SBJ.3SG.MASC-OBJ.1PL-MOOD.PERF.TRANS-CONJUNCT	and did possess	ኣጥረየ		
መጸት	mət͡sʼət	drink-SBJ.3SG.FEM-MOOD.PERF	did drink	መጸየ		
መጹ	mət͡sʼu	mət͡sʼɨʔə-SBJ.3PL.MASC-MOOD.PERF	did mət͡sʼɨʔə	መጽአ		
መጺኡ	mət͡sʼiʔu	mət͡sʼɨʔə-SBJ.3SG.MASC-MOOD.GERNDV	mət͡sʼɨʔə	መጽአ		
መጺኡኒ	mət͡sʼiʔuni	mət͡sʼɨʔə-SBJ.3SG.MASC-OBJ.1SG-MOOD.GERNDV	mət͡sʼɨʔə	መጽአ		
መጺኣ	mət͡sʼiʔa	mət͡sʼɨʔə-SBJ.3SG.FEM-MOOD.GERNDV	mət͡sʼɨʔə	መጽአ		
መጺእና	mət͡sʼiʔɨna	mət͡sʼɨʔə-SBJ.1PL-MOOD.GERNDV	mət͡sʼɨʔə	መጽአ		
መጺኦም	mət͡sʼiʔom	mət͡sʼɨʔə-SBJ.3PL.MASC-MOOD.GERNDV	mət͡sʼɨʔə	መጽአ		
መጻእኩም	mət͡sʼaʔɨkum	come-SBJ.2PL.MASC-MOOD.PERF	did come	መጸ		
መጽሓፈ	mət͡sʼɨħafə	ʔat͡sʼɨħafə-SBJ.3SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did ʔat͡sʼɨħafə	ኣጽሓፈ		
መጽአ	mət͡sʼɨʔə	come-SBJ.3SG.MASC-MOOD.PERF	did come	መጸ		
መጽዩ	mət͡sʼɨju	drink-SBJ.3SG.MASC-MOOD.GERNDV	drink	መጸየ		
መፍትሔ	məfɨtɨħe	ʔafɨtɨħə-SBJ.3SG.MASC-MOOD.PERF.TRANS-CONJUNCT	and did ʔafɨtɨħə	ኣፍትሐ		
ማዕቢሉ	maʕɨbilu	məʕɨbələ-SBJ.3SG.MASC-MOOD.GERNDV	məʕɨbələ	መዕበለ		
ምሂራ	mɨhira	train-SBJ.3SG.FEM-MOOD.GERNDV	train	መሃረ		
ምሃለዎ	mɨhaləwo	hələwə-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.PERF-CONJUNCT	and did hələwə	ሀለወ		
ምሃቡ	mɨhabu	find-SBJ.3PL.MASC-MOOD.PERF-CONJUNCT	and did find	ሃበ		
ምሓደራ	mɨħadəra	ħədərə-SBJ.3PL.FEM-MOOD.PERF-CONJUNCT	and did ħədərə	ሐደረ		
ምሰርሑ	mɨsərɨħu	do-SBJ.3PL.MASC-MOOD.PERF-CONJUNCT	and did do	ሰርሐ		
ምስበለ	mɨsɨbələ	say-SBJ.3SG.MASC-MOOD.PERF-CONJUNCT	and did say	በለ		
ምስበሉ	mɨsɨbəlu	say-SBJ.3PL.MASC-MOOD.PERF-CONJUNCT	and did say	በለ		
ምስከደ	mɨsɨkədə	off-SBJ.3SG.MASC-MOOD.PERF-CONJUNCT	and did off	ከደ		
ምበለኒ	mɨbələni	say-SBJ.3SG.MASC-OBJ.1SG-MOOD.PERF-CONJUNCT	and did say	በለ		
ምበሉ	mɨbəlu	say-SBJ.3PL.MASC-MOOD.PERF-CONJUNCT	and did say	በለ		
ምተረኽበ	mɨtərəxɨbə	come-SBJ.3SG.MASC-MOOD.PERF.PASS-CONJUNCT	and did was come	ተረኽበ		
ምተገብኤ	mɨtəɡəbɨʔe	deserve-SBJ.3SG.MASC-MOOD.PERF.PASS-CONJUNCT	and did was deserve	ተገብአ		
ምተገደደት	mɨtəɡədədət	compulsion-SBJ.3SG.FEM-MOOD.PERF.PASS-CONJUNCT	and did was compulsion	ተገደደ		
ምተጣዕሱ	mɨtətʼaʕɨsu	tətʼəʕasə-SBJ.3PL.MASC-MOOD.PERF.PASS-CONJUNCT	and did was tətʼəʕasə	ተጠዓሰ		
ምነፈሳ	mɨnəfəsa	escape-SBJ.3SG.MASC-OBJ.3SG.FEM-MOOD.PERF-CONJUNCT	and did escape	ነፈሰ		
ምኸኣልና	mɨxəʔalɨna	suffer-SBJ.1PL-MOOD.PERF-CONJUNCT	and did suffer	ከኣለ		
ምኸኣልካ	mɨxəʔalɨka	suffer-SBJ.2SG.MASC-MOOD.PERF-CONJUNCT	and did suffer	ከኣለ		
ምኽኣሉ	mɨxɨʔalu	suffer-SBJ.3PL.MASC-MOOD.PERF-CONJUNCT	and did suffer	ከኣለ		
ምኽኣልና	mɨxɨʔalɨna	suffer-SBJ.1PL-MOOD.PERF-CONJUNCT	and did suffer	ከኣለ		
ምኾነ	mɨxonə	be-SBJ.3SG.MASC-MOOD.PERF-CONJUNCT	and did be	ኮነ		
ምፈቶና	mɨfətona	like-SBJ.1PL-MOOD.PERF-CONJUNCT	and did like	ፈተወ		
ሞትና	motɨna	fall-SBJ.2SG.FEM-OBJ.1PL-MOOD.IMP	fall	ሞተ		
ሞትን	motɨn	fall-SBJ.2SG.FEM-MOOD.IMP	fall	ሞተ		
ሞትካ	motɨka	fall-SBJ.2SG.MASC-MOOD.PERF	did fall	ሞተ		
ሞይቱ	mojɨtu	fall-SBJ.3SG.MASC-MOOD.GERNDV	fall	ሞተ		
ሞይቶም	mojɨtom	fall-SBJ.3PL.MASC-MOOD.GERNDV	fall	ሞተ		
ረሲዑ	rəsiʕu	forget-SBJ.3SG.MASC-MOOD.GERNDV	forget	ረስዐ		
ረስዒ	rəsɨʕi	forget-SBJ.2SG.FEM-MOOD.IMP	forget	ረስዐ		
ረኣዩ	rəʔaju	see-SBJ.3PL.MASC-MOOD.PERF	did see	ረኣየ		
ረኣዩኒ	rəʔajuni	see-SBJ.3PL.MASC-OBJ.1SG-MOOD.PERF	did see	ረኣየ		
ረኸብና	rəxəbɨna	get-SBJ.1PL-MOOD.PERF	did get	ረኸበ		
ረኺበ	rəxibə	get-SBJ.1SG-MOOD.GERNDV	get	ረኸበ		
ረኺበዮ	rəxibəjo	get-SBJ.1SG-OBJ.3SG.MASC-MOOD.GERNDV	get	ረኸበ		
ረኺቡ	rəxibu	get-SBJ.3SG.MASC-MOOD.GERNDV	get	ረኸበ		
ረኺቡዎ	rəxibuwo	get-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.GERNDV	get	ረኸበ		
ረኺባ	rəxiba	get-SBJ.3SG.FEM-MOOD.GERNDV	get	ረኸበ		
ረኺብና	rəxibɨna	get-SBJ.1PL-MOOD.GERNDV	get	ረኸበ		
ረኺብናዮ	rəxibɨnajo	get-SBJ.1PL-OBJ.3SG.MASC-MOOD.GERNDV	get	ረኸበ		
ረኺብዋን	rəxibɨwan	get-SBJ.3SG.MASC-OBJ.3SG.FEM-MOOD.GERNDV	get	ረኸበ		
ረኺቦሙዋ	rəxibomuwa	get-SBJ.3PL.MASC-OBJ.3SG.FEM-MOOD.GERNDV	get	ረኸበ		
ረኺቦም	rəxibom	get-SBJ.3PL.MASC-MOOD.GERNDV	get	ረኸበ		
ረድኢ	rədɨʔi	aid-SBJ.2SG.FEM-MOOD.IMP	aid	ረድአ		
ረድኤትን	rədɨʔetɨn	aid-SBJ.3SG.FEM-MOOD.PERF	did aid	ረድአ		
ረጊጹ	rəɡit͡sʼu	yeah-SBJ.3SG.MASC-MOOD.GERNDV	yeah	ረገጸ		
ረጊጾም	rəɡit͡sʼom	yeah-SBJ.3PL.MASC-MOOD.GERNDV	yeah	ረገጸ		
ርሒቑ	rɨħiqʰu	go away-SBJ.3SG.MASC-MOOD.GERNDV	go away	ረሓቐ		
ርሒቕና	rɨħiqʰɨna	go away-SBJ.1PL-MOOD.GERNDV	go away	ረሓቐ		
ርሒቖም	rɨħiqʰom	go away-SBJ.3PL.MASC-MOOD.GERNDV	go away	ረሓቐ		
ርኢና	rɨʔina	see-SBJ.1PL-MOOD.GERNDV	see	ረኣየ		
ርኢናዮ	rɨʔinajo	see-SBJ.1PL-OBJ.3SG.MASC-MOOD.GERNDV	see	ረኣየ		
ርኢኻ	rɨʔixa	see-SBJ.2SG.MASC-MOOD.GERNDV	see	ረኣየ		
ርኣዩልና	rɨʔajulɨna	see-SBJ.3PL.MASC-OBJ.1PL.PREP-MOOD.PERF	did see	ረኣየ		
ርእዩ	rɨʔɨju	see-SBJ.3SG.MASC-MOOD.GERNDV	see	ረኣየ		
ርእዮም	rɨʔɨjom	see-SBJ.3PL.MASC-MOOD.GERNDV	see	ረኣየ		
ሰለሙ	sələmu	award-SBJ.3PL.MASC-MOOD.PERF	did award	ሰለመ		
ሰለሙን	sələmun	award-SBJ.3PL.MASC-MOOD.PERF	did award	ሰለመ		
ሰለሞን	sələmon	award-SBJ.3SG.MASC-OBJ.3SG.MASC-MOOD.PERF	did award	ሰለመ		
ሰመራ	səməra	fulfill-SBJ.3SG.MASC-OBJ.3SG.FEM-MOOD.PERF	did fulfill	ሰመረ		
ሰሚሩ	səmiru	fulfill-SBJ.3SG.MASC-MOOD.GERNDV	fulfill	ሰመረ		
ሰሚዐ	səmiʕə	hear-SBJ.1SG-MOOD.GERNDV	hear	ሰምዐ		
ሰሚዐዮ	səmiʕəjo	hear-SBJ.1SG-OBJ.3SG.MASC-MOOD.GERNDV	hear	ሰምዐ		
ሰሚዑ	səmiʕu	hear-SBJ.3SG.MASC-MOOD.GERNDV	hear	ሰምዐ		
